,CustomerID,Frequency,Recency,Monetary,rankR,rankF,rankM,groupRFM,Country
3386,16915,57,42,302.11,5,1,2,512,United Kingdom
3387,16916,143,56,317.52,5,3,2,532,United Kingdom
3388,16917,9,309,34.86,2,1,1,211,United Kingdom
3389,16918,130,82,270.35,5,3,2,532,United Kingdom
3390,16919,327,189,913.95,4,5,5,455,United Kingdom
3391,16921,60,94,94.05,5,2,1,521,United Kingdom
3392,16923,696,45,2161.05,5,5,5,555,United Kingdom
3393,16924,89,54,271.91,5,2,2,522,United Kingdom
3394,16926,14,404,97.7,1,1,1,111,United Kingdom
3395,16927,6,148,17.44,4,1,1,411,United Kingdom
3396,16928,213,113,428.53,5,4,3,543,United Kingdom
3397,16929,77,36,160.13,5,2,1,521,United Kingdom
3398,16930,54,59,87.74,5,1,1,511,United Kingdom
3399,16931,898,38,1853.8,5,5,5,555,United Kingdom
3400,16932,53,86,115.76,5,1,1,511,United Kingdom
3401,16933,49,34,156.87,5,1,1,511,United Kingdom
3402,16934,62,87,249.59,5,2,2,522,United Kingdom
3403,16936,57,58,106.59,5,1,1,511,United Kingdom
3404,16938,242,41,686.86,5,5,5,555,United Kingdom
3405,16940,305,85,634.03,5,5,4,554,United Kingdom
3406,16942,283,45,849.7,5,5,5,555,United Kingdom
3407,16943,33,244,225.14,3,1,2,312,United Kingdom
3408,16945,249,54,555.1,5,5,4,554,United Kingdom
3409,16947,21,268,54.83,3,1,1,311,United Kingdom
3410,16948,19,171,21.15,4,1,1,411,United Kingdom
3411,16949,61,36,508.8,5,2,4,524,United Kingdom
3412,16950,42,89,129.71,5,1,1,511,United Kingdom
3413,16951,87,156,126.1,4,2,1,421,United Kingdom
3414,16952,16,142,83.79,4,1,1,411,United Kingdom
3415,16953,1,63,2.08,5,1,1,511,United Kingdom
3416,16954,54,33,180.63,5,1,2,512,United Kingdom
3417,16955,26,217,106.21,3,1,1,311,United Kingdom
3418,16956,18,42,84.07,5,1,1,511,United Kingdom
3419,16957,16,272,53.27,3,1,1,311,United Kingdom
3420,16959,7,120,21.05,4,1,1,411,United Kingdom
3421,16960,101,71,203.76,5,2,2,522,United Kingdom
3422,16961,14,149,37.44,4,1,1,411,United Kingdom
3423,16963,7,220,23.4,3,1,1,311,United Kingdom
3424,16965,26,259,60.73,3,1,1,311,United Kingdom
3425,16966,31,41,42.72,5,1,1,511,United Kingdom
3426,16967,21,222,23.95,3,1,1,311,United Kingdom
3427,16968,31,37,86.91,5,1,1,511,United Kingdom
3428,16969,42,72,100.05,5,1,1,511,United Kingdom
3429,16971,42,35,443.19,5,1,3,513,United Kingdom
3430,16976,2,300,12.01,2,1,1,211,United Kingdom
3431,16978,39,110,114.85,5,1,1,511,United Kingdom
3432,16979,91,36,327.12,5,2,2,522,United Kingdom
3433,16980,87,288,201.82,2,2,2,222,United Kingdom
3434,16982,22,93,53.97,5,1,1,511,United Kingdom
3435,16983,149,45,351.43,5,3,3,533,United Kingdom
3436,16984,418,111,1502.36,5,5,5,555,United Kingdom
3437,16985,121,50,506.21,5,3,3,533,United Kingdom
3438,16986,3,62,5.95,5,1,1,511,United Kingdom
3439,16987,129,36,612.11,5,3,4,534,United Kingdom
3440,16988,7,38,41.84,5,1,1,511,United Kingdom
3441,16989,12,40,18,5,1,1,511,United Kingdom
3442,16990,1,251,1.79,3,1,1,311,United Kingdom
3443,16992,95,43,366.12,5,2,3,523,United Kingdom
3444,16995,1,405,1.25,1,1,1,111,United Kingdom
3445,16996,41,63,122.21,5,1,1,511,United Kingdom
3446,16997,12,321,23.4,2,1,1,211,United Kingdom
3447,16998,6,182,19.63,4,1,1,411,United Kingdom
3448,16999,23,56,55.83,5,1,1,511,United Kingdom
3449,17001,169,33,516.63,5,3,4,534,United Kingdom
3450,17002,50,106,174.45,5,1,2,512,United Kingdom
3451,17004,44,79,116.72,5,1,1,511,United Kingdom
3452,17006,44,37,164.99,5,1,1,511,United Kingdom
3453,17007,53,83,174.11,5,1,2,512,United Kingdom
3454,17010,12,49,33,5,1,1,511,United Kingdom
3455,17011,15,63,26.85,5,1,1,511,United Kingdom
3456,17014,75,41,221.23,5,2,2,522,United Kingdom
3457,17015,217,61,307.52,5,4,2,542,United Kingdom
3458,17017,268,35,461.2,5,5,3,553,United Kingdom
3459,17018,16,73,99.57,5,1,1,511,United Kingdom
3460,17019,234,44,496.7,5,5,3,553,United Kingdom
3461,17022,7,64,6.71,5,1,1,511,United Kingdom
3462,17024,3,78,4.15,5,1,1,511,United Kingdom
3463,17025,9,93,18.06,5,1,1,511,United Kingdom
3464,17026,4,218,16.14,3,1,1,311,United Kingdom
3465,17027,155,111,418.95,5,3,3,533,United Kingdom
3466,17029,2,143,3.58,4,1,1,411,United Kingdom
3467,17030,11,96,29.28,5,1,1,511,United Kingdom
3468,17031,22,44,35.35,5,1,1,511,United Kingdom
3469,17033,28,119,63.19,4,1,1,411,United Kingdom
3470,17034,32,49,105.87,5,1,1,511,United Kingdom
3471,17035,32,278,109.16,3,1,1,311,United Kingdom
3472,17037,77,111,213.06,5,2,2,522,United Kingdom
3473,17038,22,63,97.7,5,1,1,511,United Kingdom
3474,17040,15,170,49.51,4,1,1,411,United Kingdom
3475,17041,71,59,138.99,5,2,1,521,United Kingdom
3476,17042,98,35,178.63,5,2,2,522,United Kingdom
3477,17043,102,65,320.65,5,2,2,522,United Kingdom
3478,17044,10,41,38.42,5,1,1,511,United Kingdom
3479,17045,22,146,109.3,4,1,1,411,United Kingdom
3480,17046,22,190,47.72,4,1,1,411,United Kingdom
3481,17047,65,118,229.9,4,2,2,422,United Kingdom
3482,17048,48,148,209.91,4,1,2,412,United Kingdom
3483,17049,322,35,1285.37,5,5,5,555,United Kingdom
3484,17050,316,129,878.14,4,5,5,455,United Kingdom
3485,17051,43,227,78.32,3,1,1,311,United Kingdom
3486,17052,92,61,171.47,5,2,2,522,United Kingdom
3487,17053,14,161,60.59,4,1,1,411,United Kingdom
3488,17054,84,61,397.28,5,2,3,523,United Kingdom
3489,17058,62,114,233.45,5,2,2,522,United Kingdom
3490,17059,516,62,1371.39,5,5,5,555,United Kingdom
3491,17060,5,299,8.86,2,1,1,211,United Kingdom
3492,17061,101,106,512.47,5,2,4,524,United Kingdom
3493,17062,71,346,153.29,2,2,1,221,United Kingdom
3494,17063,82,41,227.97,5,2,2,522,United Kingdom
3495,17064,62,91,228.64,5,2,2,522,United Kingdom
3496,17065,1,176,112.35,4,1,1,411,United Kingdom
3497,17068,297,45,742.57,5,5,5,555,United Kingdom
3498,17069,154,61,428.73,5,3,3,533,United Kingdom
3499,17070,64,147,165.46,4,2,1,421,United Kingdom
3500,17071,148,41,501.34,5,3,3,533,United Kingdom
3501,17073,174,50,543.5,5,4,4,544,United Kingdom
3502,17075,80,50,316.53,5,2,2,522,United Kingdom
3503,17076,25,69,146.74,5,1,1,511,United Kingdom
3504,17078,28,69,16.87,5,1,1,511,United Kingdom
3505,17079,2,111,9.9,5,1,1,511,United Kingdom
3506,17080,9,55,31.17,5,1,1,511,United Kingdom
3507,17081,64,58,242.9,5,2,2,522,United Kingdom
3508,17082,81,66,342.19,5,2,3,523,United Kingdom
3509,17083,52,142,107.73,4,1,1,411,United Kingdom
3510,17084,162,68,468.55,5,3,3,533,United Kingdom
3511,17085,189,156,522.52,4,4,4,444,United Kingdom
3512,17086,96,40,207.45,5,2,2,522,United Kingdom
3513,17088,115,61,438.04,5,2,3,523,United Kingdom
3514,17090,64,37,174.85,5,2,2,522,United Kingdom
3515,17091,198,35,637.22,5,4,4,544,United Kingdom
3516,17092,125,83,282.35,5,3,2,532,United Kingdom
3517,17094,15,351,38,2,1,1,211,United Kingdom
3518,17095,77,55,501.94,5,2,3,523,United Kingdom
3519,17096,52,42,235.86,5,1,2,512,United Kingdom
3520,17097,213,35,563.37,5,4,4,544,Spain
3521,17100,65,51,126.32,5,2,1,521,United Kingdom
3522,17101,42,43,121.01,5,1,1,511,United Kingdom
3523,17102,1,294,12.75,2,1,1,211,United Kingdom
3524,17105,90,192,175.01,4,2,2,422,United Kingdom
3525,17107,421,65,1401.98,5,5,5,555,United Kingdom
3526,17109,121,62,283.34,5,3,2,532,United Kingdom
3527,17110,12,198,62,4,1,1,411,United Kingdom
3528,17111,30,80,55.26,5,1,1,511,United Kingdom
3529,17114,135,38,696.83,5,3,5,535,United Kingdom
3530,17115,43,41,201.51,5,1,2,512,United Kingdom
3531,17117,9,321,35.7,2,1,1,211,United Kingdom
3532,17118,10,350,13.58,2,1,1,211,United Kingdom
3533,17119,38,36,131.96,5,1,1,511,United Kingdom
3534,17120,18,266,79.13,3,1,1,311,United Kingdom
3535,17122,7,152,13.79,4,1,1,411,United Kingdom
3536,17123,9,194,15.95,4,1,1,411,United Kingdom
3537,17124,32,218,109.94,3,1,1,311,United Kingdom
3538,17125,40,83,138.74,5,1,1,511,United Kingdom
3539,17126,262,185,495.34,4,5,3,453,United Kingdom
3540,17128,14,367,55.79,1,1,1,111,United Kingdom
3541,17131,134,38,471.6,5,3,3,533,United Kingdom
3542,17133,27,48,57.27,5,1,1,511,United Kingdom
3543,17134,24,139,130.8,4,1,1,411,United Kingdom
3544,17135,52,49,262.13,5,1,2,512,United Kingdom
3545,17138,24,308,117.75,2,1,1,211,United Kingdom
3546,17139,487,48,1854.81,5,5,5,555,United Kingdom
3547,17140,20,280,50.05,3,1,1,311,United Kingdom
3548,17142,15,272,287.8,3,1,2,312,United Kingdom
3549,17144,48,34,253.24,5,1,2,512,United Kingdom
3550,17146,35,138,246.09,4,1,2,412,United Kingdom
3551,17147,85,55,293.42,5,2,2,522,United Kingdom
3552,17148,9,84,14.58,5,1,1,511,United Kingdom
3553,17152,16,227,58.06,3,1,1,311,United Kingdom
3554,17153,14,57,39.05,5,1,1,511,United Kingdom
3555,17154,23,108,25.46,5,1,1,511,United Kingdom
3556,17155,20,50,51.36,5,1,1,511,United Kingdom
3557,17157,15,40,41.4,5,1,1,511,United Kingdom
3558,17158,67,65,217.45,5,2,2,522,United Kingdom
3559,17159,102,54,245.45,5,2,2,522,United Kingdom
3560,17160,229,64,377.4,5,4,3,543,United Kingdom
3561,17162,105,61,406.57,5,2,3,523,United Kingdom
3562,17163,5,54,22.65,5,1,1,511,United Kingdom
3563,17164,145,65,359.27,5,3,3,533,United Kingdom
3564,17165,10,317,30.67,2,1,1,211,United Kingdom
3565,17166,14,71,49.28,5,1,1,511,United Kingdom
3566,17169,60,83,170.11,5,2,2,522,United Kingdom
3567,17171,16,322,38.08,2,1,1,211,United Kingdom
3568,17172,16,107,17.17,5,1,1,511,United Kingdom
3569,17173,87,38,330.45,5,2,2,522,United Kingdom
3570,17174,4,250,6.65,3,1,1,311,United Kingdom
3571,17175,64,77,270.72,5,2,2,522,United Kingdom
3572,17176,15,234,41.59,3,1,1,311,United Kingdom
3573,17179,80,211,185.15,3,2,2,322,United Kingdom
3574,17180,131,89,257.85,5,3,2,532,United Kingdom
3575,17181,23,90,69.91,5,1,1,511,United Kingdom
3576,17183,76,40,318.52,5,2,2,522,United Kingdom
3577,17186,2,79,1.44,5,1,1,511,United Kingdom
3578,17187,10,259,37.65,3,1,1,311,United Kingdom
3579,17188,89,44,253.92,5,2,2,522,United Kingdom
3580,17189,61,139,141.2,4,2,1,421,United Kingdom
3581,17190,20,91,428.96,5,1,3,513,United Kingdom
3582,17191,237,61,607.92,5,5,4,554,United Kingdom
3583,17193,35,68,84.42,5,1,1,511,United Kingdom
3584,17194,29,306,113.44,2,1,1,211,United Kingdom
3585,17197,29,62,159.76,5,1,1,511,United Kingdom
3586,17198,96,56,278.14,5,2,2,522,United Kingdom
3587,17201,40,86,77.96,5,1,1,511,United Kingdom
3588,17203,152,68,263.45,5,3,2,532,United Kingdom
3589,17204,67,202,319.79,3,2,2,322,United Kingdom
3590,17205,13,86,6.83,5,1,1,511,United Kingdom
3591,17206,7,86,19.52,5,1,1,511,United Kingdom
3592,17211,213,59,691.11,5,4,5,545,United Kingdom
3593,17212,4,286,5.54,2,1,1,211,United Kingdom
3594,17213,164,73,679.65,5,3,5,535,United Kingdom
3595,17214,104,93,628.17,5,2,4,524,United Kingdom
3596,17217,9,267,33.45,3,1,1,311,United Kingdom
3597,17218,274,37,797.32,5,5,5,555,United Kingdom
3598,17219,25,64,47.13,5,1,1,511,United Kingdom
3599,17220,472,57,1161.42,5,5,5,555,United Kingdom
3600,17221,63,40,122.5,5,2,1,521,United Kingdom
3601,17222,28,98,83.75,5,1,1,511,United Kingdom
3602,17223,49,343,213.85,2,1,2,212,United Kingdom
3603,17226,21,341,54.08,2,1,1,211,United Kingdom
3604,17227,47,51,64.49,5,1,1,511,United Kingdom
3605,17228,208,48,359.14,5,4,3,543,United Kingdom
3606,17229,47,129,94.42,4,1,1,411,United Kingdom
3607,17230,73,297,270.7,2,2,2,222,United Kingdom
3608,17231,546,45,1520.22,5,5,5,555,United Kingdom
3609,17232,36,35,95.63,5,1,1,511,United Kingdom
3610,17233,25,68,61.87,5,1,1,511,United Kingdom
3611,17234,14,215,51.77,3,1,1,311,United Kingdom
3612,17235,29,58,92.2,5,1,1,511,United Kingdom
3613,17236,105,45,282.84,5,2,2,522,United Kingdom
3614,17237,19,44,61.29,5,1,1,511,United Kingdom
3615,17238,566,35,1521.56,5,5,5,555,United Kingdom
3616,17239,16,345,63.55,2,1,1,211,United Kingdom
3617,17242,40,141,85.91,4,1,1,411,United Kingdom
3618,17243,407,34,1722.56,5,5,5,555,United Kingdom
3619,17244,31,86,52.91,5,1,1,511,United Kingdom
3620,17245,9,237,26.15,3,1,1,311,United Kingdom
3621,17247,55,48,180.51,5,1,2,512,United Kingdom
3622,17248,69,153,131.46,4,2,1,421,United Kingdom
3623,17250,57,36,171.8,5,1,2,512,United Kingdom
3624,17251,39,395,136.64,1,1,1,111,United Kingdom
3625,17252,87,149,241.24,4,2,2,422,United Kingdom
3626,17253,18,51,101.06,5,1,1,511,United Kingdom
3627,17254,112,37,168.62,5,2,1,521,United Kingdom
3628,17255,78,73,150.09,5,2,1,521,United Kingdom
3629,17256,16,140,39.17,4,1,1,411,United Kingdom
3630,17259,124,181,289.49,4,3,2,432,United Kingdom
3631,17262,12,85,48.33,5,1,1,511,United Kingdom
3632,17263,23,241,46.26,3,1,1,311,United Kingdom
3633,17265,127,171,295.68,4,3,2,432,United Kingdom
3634,17266,80,35,207.61,5,2,2,522,United Kingdom
3635,17267,38,160,129.25,4,1,1,411,United Kingdom
3636,17268,6,140,6.04,4,1,1,411,United Kingdom
3637,17272,116,75,215.95,5,3,2,532,United Kingdom
3638,17274,27,68,47.09,5,1,1,511,United Kingdom
3639,17277,69,260,231.26,3,2,2,322,United Kingdom
3640,17278,15,274,71.3,3,1,1,311,United Kingdom
3641,17279,9,90,60.63,5,1,1,511,United Kingdom
3642,17282,94,163,224.53,4,2,2,422,United Kingdom
3643,17284,294,93,483.48,5,5,3,553,United Kingdom
3644,17286,45,54,84.25,5,1,1,511,United Kingdom
3645,17287,124,59,393.4,5,3,3,533,United Kingdom
3646,17288,142,42,379.8,5,3,3,533,United Kingdom
3647,17289,112,64,251.17,5,2,2,522,United Kingdom
3648,17290,102,36,262.44,5,2,2,522,United Kingdom
3649,17291,1,341,7.65,2,1,1,211,United Kingdom
3650,17293,135,41,373.42,5,3,3,533,United Kingdom
3651,17295,69,61,203.53,5,2,2,522,United Kingdom
3652,17297,51,50,112.48,5,1,1,511,United Kingdom
3653,17298,30,134,62.41,4,1,1,411,United Kingdom
3654,17299,57,44,92.72,5,1,1,511,United Kingdom
3655,17301,66,54,126.12,5,2,1,521,United Kingdom
3656,17302,81,47,213.72,5,2,2,522,United Kingdom
3657,17303,53,394,155.87,1,1,1,111,United Kingdom
3658,17306,69,43,108.09,5,2,1,521,United Kingdom
3659,17307,1,398,1.06,1,1,1,111,United Kingdom
3660,17309,12,128,35.25,4,1,1,411,United Kingdom
3661,17311,55,111,168.45,5,1,1,511,United Kingdom
3662,17312,14,171,32.27,4,1,1,411,United Kingdom
3663,17313,28,50,59.3,5,1,1,511,United Kingdom
3664,17314,136,57,328.08,5,3,2,532,United Kingdom
3665,17315,487,33,1342.54,5,5,5,555,United Kingdom
3666,17317,11,79,31.14,5,1,1,511,United Kingdom
3667,17320,73,133,273.18,4,2,2,422,United Kingdom
3668,17321,107,41,296.04,5,2,2,522,United Kingdom
3669,17323,204,48,294.51,5,4,2,542,United Kingdom
3670,17324,50,50,138.28,5,1,1,511,United Kingdom
3671,17325,6,313,9.8,2,1,1,211,United Kingdom
3672,17329,33,47,136.27,5,1,1,511,United Kingdom
3673,17330,6,55,26.93,5,1,1,511,United Kingdom
3674,17331,1,156,10.95,4,1,1,411,United Kingdom
3675,17333,28,118,49.62,4,1,1,411,United Kingdom
3676,17334,12,334,15.3,2,1,1,211,United Kingdom
3677,17337,548,184,1264.35,4,5,5,455,United Kingdom
3678,17338,757,50,2122.12,5,5,5,555,United Kingdom
3679,17339,9,127,26.57,4,1,1,411,United Kingdom
3680,17340,424,42,1615.4,5,5,5,555,United Kingdom
3681,17341,183,189,388.1,4,4,3,443,United Kingdom
3682,17343,17,388,79.94,1,1,1,111,United Kingdom
3683,17344,32,79,90.67,5,1,1,511,United Kingdom
3684,17345,87,48,239.01,5,2,2,522,United Kingdom
3685,17346,503,36,1216.42,5,5,5,555,United Kingdom
3686,17347,1,119,1.06,4,1,1,411,United Kingdom
3687,17348,215,47,364.46,5,4,3,543,United Kingdom
3688,17349,9,212,27.79,3,1,1,311,United Kingdom
3689,17350,72,41,174.12,5,2,2,522,United Kingdom
3690,17351,27,69,154.59,5,1,1,511,United Kingdom
3691,17353,8,162,11.6,4,1,1,411,United Kingdom
3692,17354,16,83,22.51,5,1,1,511,United Kingdom
3693,17356,19,344,21.31,2,1,1,211,United Kingdom
3694,17357,45,57,155.47,5,1,1,511,United Kingdom
3695,17358,59,336,158.85,2,2,1,221,United Kingdom
3696,17359,15,44,31.56,5,1,1,511,United Kingdom
3697,17360,132,50,373.55,5,3,3,533,United Kingdom
3698,17361,29,82,140.18,5,1,1,511,United Kingdom
3699,17362,35,272,104.69,3,1,1,311,United Kingdom
3700,17364,414,33,1124.98,5,5,5,555,United Kingdom
3701,17365,468,45,905.29,5,5,5,555,United Kingdom
3702,17367,34,271,64.47,3,1,1,311,United Kingdom
3703,17368,128,56,291.12,5,3,2,532,United Kingdom
3704,17370,33,105,46.1,5,1,1,511,United Kingdom
3705,17371,87,50,276.7,5,2,2,522,United Kingdom
3706,17372,253,73,588.63,5,5,4,554,United Kingdom
3707,17373,57,73,107.1,5,1,1,511,United Kingdom
3708,17374,28,251,198.79,3,1,2,312,United Kingdom
3709,17375,71,223,196.21,3,2,2,322,United Kingdom
3710,17376,24,103,82.9,5,1,1,511,United Kingdom
3711,17377,419,56,1263.55,5,5,5,555,United Kingdom
3712,17379,83,44,113.86,5,2,1,521,United Kingdom
3713,17381,110,41,146.61,5,2,1,521,United Kingdom
3714,17382,2,98,17.1,5,1,1,511,United Kingdom
3715,17383,51,37,94.68,5,1,1,511,United Kingdom
3716,17384,15,52,48.74,5,1,1,511,United Kingdom
3717,17385,47,47,90.24,5,1,1,511,United Kingdom
3718,17386,28,40,45.98,5,1,1,511,United Kingdom
3719,17387,78,52,188.58,5,2,2,522,United Kingdom
3720,17388,15,110,70.47,5,1,1,511,United Kingdom
3721,17389,224,33,1273.57,5,4,5,545,United Kingdom
3722,17391,3,196,3.18,4,1,1,411,United Kingdom
3723,17392,62,339,211.91,2,2,2,222,United Kingdom
3724,17394,4,252,13.77,3,1,1,311,United Kingdom
3725,17396,27,72,119.24,5,1,1,511,United Kingdom
3726,17397,92,55,282.88,5,2,2,522,United Kingdom
3727,17398,38,147,183.98,4,1,2,412,United Kingdom
3728,17400,213,159,714.76,4,4,5,445,United Kingdom
3729,17402,59,37,345.75,5,2,3,523,United Kingdom
3730,17403,33,69,103.49,5,1,1,511,United Kingdom
3731,17404,201,37,446.55,5,4,3,543,Sweden
3732,17405,94,34,297.1,5,2,2,522,United Kingdom
3733,17406,116,363,1036.14,2,3,5,235,United Kingdom
3734,17408,2,196,22.7,4,1,1,411,United Kingdom
3735,17409,13,217,99.13,3,1,1,311,United Kingdom
3736,17410,64,49,223.33,5,2,2,522,United Kingdom
3737,17411,43,45,177.41,5,1,2,512,United Kingdom
3738,17412,66,35,179.59,5,2,2,522,United Kingdom
3739,17414,6,76,2.55,5,1,1,511,United Kingdom
3740,17415,14,112,195.53,5,1,2,512,United Kingdom
3741,17416,271,62,635.91,5,5,4,554,United Kingdom
3742,17418,30,75,88.25,5,1,1,511,United Kingdom
3743,17419,208,44,864.67,5,4,5,545,United Kingdom
3744,17420,30,83,116.44,5,1,1,511,United Kingdom
3745,17422,135,49,226.28,5,3,2,532,United Kingdom
3746,17423,28,78,61.38,5,1,1,511,United Kingdom
3747,17425,43,52,114.85,5,1,1,511,United Kingdom
3748,17426,272,37,818.23,5,5,5,555,United Kingdom
3749,17427,2,104,8.33,5,1,1,511,United Kingdom
3750,17428,343,33,1249.07,5,5,5,555,United Kingdom
3751,17429,42,153,88.65,4,1,1,411,United Kingdom
3752,17430,14,65,27.97,5,1,1,511,United Kingdom
3753,17431,43,346,84.33,2,1,1,211,United Kingdom
3754,17432,48,51,121.31,5,1,1,511,United Kingdom
3755,17433,54,121,129.92,4,1,1,411,United Kingdom
3756,17434,138,35,392.2,5,3,3,533,United Kingdom
3757,17436,9,34,21.85,5,1,1,511,United Kingdom
3758,17438,19,280,96.25,3,1,1,311,United Kingdom
3759,17440,8,180,5.28,4,1,1,411,United Kingdom
3760,17442,140,62,370.99,5,3,3,533,United Kingdom
3761,17443,1,252,1.06,3,1,1,311,Canada
3762,17444,135,180,883.9,4,3,5,435,Canada
3763,17446,9,209,6.95,3,1,1,311,United Kingdom
3764,17447,36,73,60.92,5,1,1,511,United Kingdom
3765,17448,1,177,4287.63,4,1,5,415,United Kingdom
3766,17449,279,35,976.8,5,5,5,555,United Kingdom
3767,17450,351,41,3320.09,5,5,5,555,United Kingdom
3768,17451,107,34,256.29,5,2,2,522,United Kingdom
3769,17453,19,50,65.04,5,1,1,511,United Kingdom
3770,17454,61,225,161.25,3,2,1,321,United Kingdom
3771,17455,8,236,22.6,3,1,1,311,United Kingdom
3772,17456,17,398,25.63,1,1,1,111,United Kingdom
3773,17457,19,159,61.2,4,1,1,411,United Kingdom
3774,17458,54,48,131.39,5,1,1,511,United Kingdom
3775,17459,111,76,212.81,5,2,2,522,United Kingdom
3776,17460,37,111,165.41,5,1,1,511,United Kingdom
3777,17461,111,55,266.42,5,2,2,522,United Kingdom
3778,17462,28,84,109.18,5,1,1,511,United Kingdom
3779,17463,219,49,612.94,5,4,4,544,United Kingdom
3780,17464,9,191,24.49,4,1,1,411,United Kingdom
3781,17466,41,43,192.33,5,1,2,512,United Kingdom
3782,17468,5,43,5.85,5,1,1,511,United Kingdom
3783,17469,90,49,278.96,5,2,2,522,United Kingdom
3784,17470,78,77,93.81,5,2,1,521,United Kingdom
3785,17472,181,224,372.01,3,4,3,343,United Kingdom
3786,17475,14,112,24.87,5,1,1,511,United Kingdom
3787,17480,31,106,57.51,5,1,1,511,United Kingdom
3788,17481,83,36,215.3,5,2,2,522,United Kingdom
3789,17483,21,98,68.56,5,1,1,511,United Kingdom
3790,17486,24,294,69.51,2,1,1,211,United Kingdom
3791,17489,29,91,31.23,5,1,1,511,United Kingdom
3792,17490,86,33,256.03,5,2,2,522,United Kingdom
3793,17491,110,34,378.06,5,2,3,523,United Kingdom
3794,17492,12,281,42.28,3,1,1,311,United Kingdom
3795,17495,27,40,99.36,5,1,1,511,United Kingdom
3796,17496,10,391,51.65,1,1,1,111,United Kingdom
3797,17498,17,108,34.33,5,1,1,511,United Kingdom
3798,17499,40,322,69.53,2,1,1,211,United Kingdom
3799,17500,5,50,271.5,5,1,2,512,United Kingdom
3800,17501,18,253,62.9,3,1,1,311,United Kingdom
3801,17502,28,42,78.67,5,1,1,511,United Kingdom
3802,17503,38,35,88.45,5,1,1,511,United Kingdom
3803,17504,140,239,486.25,3,3,3,333,United Kingdom
3804,17505,52,194,153.57,4,1,1,411,United Kingdom
3805,17506,16,103,56.71,5,1,1,511,United Kingdom
3806,17507,88,294,234.23,2,2,2,222,United Kingdom
3807,17508,22,313,35.69,2,1,1,211,Greece
3808,17509,369,90,835.32,5,5,5,555,United Kingdom
3809,17510,20,57,44.22,5,1,1,511,United Kingdom
3810,17511,1076,35,2607.08,5,5,5,555,United Kingdom
3811,17512,106,61,210.16,5,2,2,522,United Kingdom
3812,17513,6,105,16.62,5,1,1,511,United Kingdom
3813,17514,40,161,89.12,4,1,1,411,United Kingdom
3814,17515,87,64,325.45,5,2,2,522,United Kingdom
3815,17516,137,48,378,5,3,3,533,United Kingdom
3816,17517,11,341,27.92,2,1,1,211,United Kingdom
3817,17519,83,50,257.43,5,2,2,522,United Kingdom
3818,17520,30,86,98.93,5,1,1,511,United Kingdom
3819,17521,46,57,88.58,5,1,1,511,United Kingdom
3820,17522,73,34,141.95,5,2,1,521,United Kingdom
3821,17523,33,44,103.23,5,1,1,511,United Kingdom
3822,17524,6,394,9.55,1,1,1,111,United Kingdom
3823,17525,9,392,54.05,1,1,1,111,United Kingdom
3824,17526,23,34,130.44,5,1,1,511,United Kingdom
3825,17527,49,86,171.86,5,1,2,512,United Kingdom
3826,17528,260,34,867.84,5,5,5,555,United Kingdom
3827,17530,394,34,916.55,5,5,5,555,United Kingdom
3828,17531,15,153,60.99,4,1,1,411,United Kingdom
3829,17534,9,86,24.1,5,1,1,511,United Kingdom
3830,17535,13,313,19.15,2,1,1,211,United Kingdom
3831,17536,3,210,38.25,3,1,1,311,United Kingdom
3832,17537,75,62,199.53,5,2,2,522,United Kingdom
3833,17538,9,58,10.74,5,1,1,511,United Kingdom
3834,17540,26,41,96.85,5,1,1,511,United Kingdom
3835,17542,25,302,64.6,2,1,1,211,United Kingdom
3836,17545,145,76,360.48,5,3,3,533,United Kingdom
3837,17547,2,405,5.9,1,1,1,111,United Kingdom
3838,17548,17,250,33.57,3,1,1,311,United Kingdom
3839,17549,6,56,10.6,5,1,1,511,United Kingdom
3840,17550,42,230,125.08,3,1,1,311,United Kingdom
3841,17551,43,392,109.27,1,1,1,111,United Kingdom
3842,17552,51,75,116.26,5,1,1,511,United Kingdom
3843,17553,2,162,6.2,4,1,1,411,United Kingdom
3844,17554,88,34,269.23,5,2,2,522,United Kingdom
3845,17555,106,52,231.57,5,2,2,522,United Kingdom
3846,17556,6,238,28.67,3,1,1,311,United Kingdom
3847,17557,34,47,91.87,5,1,1,511,United Kingdom
3848,17560,27,127,89.29,4,1,1,411,United Kingdom
3849,17561,46,52,96.34,5,1,1,511,United Kingdom
3850,17562,64,47,123.25,5,2,1,521,United Kingdom
3851,17564,49,57,182.4,5,1,2,512,United Kingdom
3852,17566,152,41,403.4,5,3,3,533,United Kingdom
3853,17567,177,40,417.27,5,4,3,543,United Kingdom
3854,17569,29,365,97.24,2,1,1,211,United Kingdom
3855,17571,299,83,824.71,5,5,5,555,United Kingdom
3856,17572,12,104,37.9,5,1,1,511,United Kingdom
3857,17573,26,62,58.02,5,1,1,511,United Kingdom
3858,17574,8,275,26.53,3,1,1,311,United Kingdom
3859,17576,417,41,1285.64,5,5,5,555,United Kingdom
3860,17578,6,223,6.82,3,1,1,311,United Kingdom
3861,17579,52,37,132.5,5,1,1,511,United Kingdom
3862,17580,45,285,97.09,2,1,1,211,United Kingdom
3863,17581,452,33,1600.54,5,5,5,555,United Kingdom
3864,17582,29,269,61.89,3,1,1,311,United Kingdom
3865,17584,36,40,140.65,5,1,1,511,United Kingdom
3866,17585,214,142,295.53,4,4,2,442,United Kingdom
